id,city,country,fullStreetAddress,postalCode,stateOrProvince,unitNumber,bathrooms,bedrooms,listingDescription,listingTitle,latitude,longitude,listPrice,livingArea,livingAreaUnit,yearBuilt,lotSize,lotSizeUnit,propertySubType,listingCategory,numParkingSpaces,createdAt,geocodioAccuracyScore,photoscount,grade
2111650,LAKE IN THE HILLS,US,3341 Banford Circle,60156,IL,,3,4,"Beautiful Meadowbrook neighborhood features this gorgeous Princeton model that boasts a rare three car garage & fin basement.  This home has a two story foyer with open custom staircase to greet your guests in style.  The foyer is flanked by a living and dining rooms both with bamboo floors.  The chefs kitchen has a large center island, SS appliances, large table space and offers direct access to the patio and rear yard.  The kitchen flows into the spacious family room for that sought after open concept!  A large laundry/mud room and powder room complete the first floors living space.  Upstairs you will find four bedrooms including a master suite with spa like bath with separate shower, soaking tub and dual vanities.  A second full bath off the hall services the remaining bedrooms.  The lower level is finished as well and features a large recreation room, theater room FP and bar- plus lots of storage.  The outside yard is amazing- stunning brick paver patio & landscape- very zen like!","2 Stories, Contemporary - LAKE IN THE HILLS, IL",42.203679,-88.386077,309900,2975,squareFoot,1999,10537.16,squareFoot,Single Family Detached,Purchase,3,2018-12-19 10:07:41.111+00,,29,awesome
2111283,Flushing,US,65-55 173rd St,11365,NY,,3,4,"Expanded Cape With Added Den/Family Room.  Pride Of Ownership! Kitchen With Stainless Steel Appliances, Beautiful Hard Wood Floors And Crown Molding, Double Paned Windows, New Roof, Sprinkler System, New Concrete Work. Detached Garage With Private Driveway And New Garage Door. Beautiful Back Yard   Great Schools And Close To Houses Of Worship.  Must See!","Residential, Cape - Flushing, NY",40.734824,-73.796503,965000,,squareFoot,1955,4000,squareFoot,Single Family Detached,Purchase,,2018-12-19 09:56:11.145+00,,15,good
2111268,Flushing,US,40-26 College Point Blvd,11354,NY,Ph2N,1,1,"Great Location, 5 Min Walking Distance To 7-Train, And Lirr Station. 24-Hours Doorman, Two Tennis Courts, One Basketball Court, Spa & Sauna, Bbq Area, Dog-Running Area, Swimming Pool, High-Level Facing South, Very Sunshine And Bright, Large Size In The Building, Low Price Also Have Tax Abatement","Residential, Condo - Flushing, NY",40.757467,-73.834369,790000,851,squareFoot,2013,,squareFoot,Condominium,Purchase,,2018-12-19 09:56:08.967+00,,14,good
2102895,Dubuque,US,790 Main,52001,IA,Suite 200,2,0,"Beautiful corner office space for lease near Town Clock Plaza.  $4000.00 per month Gross. Move in ready with 6 private offices and open work space with 6+ cubicles, reception area, huge break room and conference room, women's and men's restrooms with shower.  All furnishings remain.  Suite has a private entrance and excellent visibility with floor to ceiling windows.  Adjacent to public parking ramp.  Available April 1st.","Two Story, COMMERCIAL - Dubuque, IA",42.50076,-90.666935,4000,,squareFoot,1900,,squareFoot,Other,Rent,0,2018-12-18 11:09:36.338+00,,12,good
2102145,Conway,US,339 Angler Ct.,29526,SC,,2,3,"Grand Opening Special.  Use this incentive as you choose.  Pick from a move in package, closing costs or lot premium. This single-story home has 3 bedrooms and 2 bathrooms. Two spare bedrooms share a full bathroom, and a laundry room is conveniently located nearby. Across the hall, the separate master bedroom with trey ceiling connects to its own bathroom and a walk-in closet. The kitchen and eating area lead into a generous family room.","Ranch, Detached - Conway, SC",33.868775,-78.948287,215334,,squareFoot,2019,8712,squareFoot,Single Family Detached,Purchase,4,2018-12-18 09:27:56.307+00,,15,good
2102054,Pine Bluff,US,208 S Pennsylvania Street,71601,AR,,2,3,Located near the Arkansas Train Museum this 3 bedrooms and 2 baths property sits on a corner lot. With a little TLC this property would make a good investment opportunity. Built in 2003 it is ready for some love and new owners. Call today,"Fixer-Upper, Detached - Pine Bluff, AR",34.227878,-91.991064,30000,1152,squareFoot,2003,,squareFoot,Single Family Detached,Purchase,2,2018-12-18 09:06:55.075+00,,12,good
2102050,Little Rock,US,1601 N Bryant Street,72207,AR,,2,3,"This beautiful three bedroom condo is totally updated and in a gated community. The living room, dining room combination is just off the kitchen which has ceramic tile, granite countertops, and stainless steel appliances. There are crown moldings throughout. The large master bedroom has a large closet with a full-sized washer and dryer. This energy efficient unit has double-pane windows and ceiling fans. There is a combination of hardwood floors and carpet. This is an upstairs unit and tenant pays electric.","RN-Condominium - Little Rock, AR",34.766484,-92.352207,1025,1310,squareFoot,1974,,squareFoot,Condominium,Rent,1,2018-12-18 09:06:49.768+00,,12,good
2101755,Santa Rosa,US,155 N Star Drive,95407,CA,,2,3,"Newer mobile home located in a great location within the park. 3BD/2BA approximately 1,250 SF (unverified). This 2014 mobile has a remodeled kitchen with beautiful colors throughout. Large and usable backyard. Parking on property for about 2-3 cars plus guest parking available at the park.","Mobile Home - Santa Rosa, CA",38.398723,-122.710723,210000,0,squareFoot,2014,,squareFoot,Mobile Home,Purchase,3,2018-12-18 08:22:18.402+00,,15,good
2101752,Bakersfield,US,3132 Monterey Street,93306,CA,,2,3,"Great Investment Property or First Time Homebuyer!  This quaint 3 bedroom, 2 bath home features a welcoming covered front porch entry with raised brick planter, spacious living room, galley style kitchen with lots of cabinets, tile countertops and full tile backsplash, convenient indoor laundry, and tile flooring throughout!    Large backyard with plenty of yard for entertaining, raised covered patio and block wall fencing.  Affordable home with lots of potential!","Single Family Residence - Bakersfield, CA",35.375266,-118.9481,165900,1614,squareFoot,1948,6098.4,squareFoot,Single Family Detached,Purchase,,2018-12-18 08:21:57.291+00,,15,good
2095793,New Bern,US,5108 Crimson Walk,28562,NC,,2,2,"The Clifton by Freedom Homes is a MUST SEE one-level open concept floorplan! Airy & bright great room, large granite counter top island, family dining area, huge walk-in pantry! Main level Owner's suite with dual vanity and walk-in shower w/seat. A flex room for multiple uses right beside the guest room and full bath. The covered patio pushes this home over the top. Don't miss it!","Single Family Residence - New Bern, NC",35.005964,-76.997728,255185,1796,squareFoot,2019,10454.4,squareFoot,Single Family Detached,Purchase,,2018-12-16 09:43:23.119+00,,16,good
2095757,New York,US,114 W 137th St,10030,NY,5D,1,2,"NO FEE! <br><br>Great HUGE XXL sized 2br/1ba in the heart of Central Harlem! Close to 2 and 3 train on 135th street, bars, restaurants and shopping! Great layout! Both bedrooms have closets and will fit queen sized beds with plenty of room for furniture or even king sized beds! Huge living room! Very well maintained building with live-in super! Great landlord!!!<br><br>Very bright! quiet tree lined block!<br><br>Students OK, guarantors OK, all pets OK with small pet deposit<br><br><br><br><br><br>","Apartment,UnitRent - New York, NY",40.815691,-73.940844,2100,,squareFoot,,,squareFoot,Apartment,Rent,,2018-12-16 09:41:03.231+00,,7,good
2094698,Dix Hills,US,30 Chatham Pl,11746,NY,,3,5,,"Single Family Detached, Ranch - Dix Hills, NY",40.806594,-73.327616,749000,0,squareFoot,1979,45302.4,squareFoot,Single Family Detached,Purchase,2,2018-12-16 09:12:42.625+00,,18,good
2094273,Plymouth,US,932 Angel Street,46563,IN,,4,5,"This is the best of both worlds.  This house is in town but by looking out the front door you wouldn't be able to tell, as it sits across the street from a very large field, so it gives you that country feel.  This home has a lot to offer with a large lot, 5 bedrooms on the main floor and a partially finished basement.  The patio area is the best place to entertain those family get-togethers. Schedule your showing today.","Ranch, Site-Built Home - Plymouth, IN",41.332979,-86.300005,264000,3382,squareFoot,1958,37461.6,squareFoot,Single Family Detached,Purchase,2,2018-12-16 08:51:05.894+00,,16,good
2094247,NAPLES,US,2140 Snook DR,34102,FL,,2,3,"PREMIUM LOCATION! Best value property in Royal Harbor! Build your custom dream home or enjoy this charming 3/2 pool home which sits on a deep water canal with direct Gulf Access. Only 12 neighbors are between you and the beautiful Naples Bay! This boater's dream has western exposure, providing gorgeous sunsets daily and is less than 2.5 miles from Naples' prestigious 5th Avenue and its white sugar sand beaches. Enjoy a 2005 Boat Dock that can handle up to 14,000 pounds. This waterfront property is being offered at land value and is being sold AS-IS. This is an amazing opportunity for investors/builders and buyers, who are looking for a nice home or an oversized lot for a great price!","Single Family - NAPLES, FL",26.123036,-81.785857,1195000,1568,squareFoot,1967,10890,squareFoot,Single Family Detached,Purchase,2,2018-12-16 08:50:27.409+00,,16,good
2092860,Memphis,US,4043 HALIBURTON,38128,TN,,2,3,"Great price for this 3 bedroom/ 1.5 bath home on nice sized lot! Large living room, den is vaulted and opens to the kitchen, nice sized bedrooms, window treatments, central heat and air, and home is in good condition. Minor renovations needed but very few. This is a great opportunity to purchase for your personal home or as an investment! Similar homes lease in the area from $800 to $900 per month!","Detached Single Family, Traditional - Memphis, TN",35.236182,-89.943004,64000,,squareFoot,1970,6969.6,squareFoot,Single Family Detached,Purchase,1,2018-12-16 08:20:57.919+00,,16,good
2081154,Brooklyn,US,564 Evergreen Ave,11221,NY,2A,1,2,"Come check out this newly renovated two  bed apartment in prime Bushwick: 564 Green Avenue. This two bed features:

- 2 queen-sized bedrooms
- Ample closets
- Large living area
- Modern stainless steel kitchen with dishwasher, built in microwave and granite countertops
- High ceilings
- Large windows
- Exposed brick
- Hardwood floors
- Virtual doorman system
- Live-in super

This great find is convenient to the J train at Halsey Street and the Wilson Ave L. Heat and hot water included in the monthly rent, pets allowed, no broker's fee!

Please text/message/call to schedule your viewing today!","Apartment,UnitRent - Brooklyn, NY",40.690496,-73.916093,2500,,squareFoot,,,squareFoot,Apartment,Rent,,2018-12-15 15:06:21.728+00,,7,good
2075552,Stratford,US,6182 STATE HWY 29A,13470,NY,,1,3,"All offers to be placed on Realtybid.com. For bidding assistance, Contact Realtybid.com  Customer service at 877-518-5700 or customerservice@realtybid.com.","Single Family Detached - Stratford, NY",43.190651,-74.650311,9075,1453,squareFoot,,,squareFoot,Single Family Detached,Purchase,0,2018-12-15 14:05:10.556+00,,0,bad
2073277,Saginaw,US,940 Fenway Lane,76179,TX,,2,4,"You can stop scrolling now! Looking for a charming SINGLE STORY, 4 BEDROOM, 2 BATH home in a quiet Saginaw neighborhood, this is it? Newer vinyl plank floors in foyer, living, dining, master and extra bedroom! Great flexible layout. Living features fireplace and is open to the dining room. Generously sized eat in kitchen has tile floors is FLOODED with natural light from corner windows over the sink and the bay window. Split bedroom floor plan gives everyone their space. Large master suite is impressive with its high ceilings. Master bath features separate tub and shower and dual sinks. Backyard has covered patio as well as uncovered space. Inviting backyard with a storage building! READY FOR A QUICK MOVE-IN!","RES-Single Family, Traditional - Saginaw, TX",32.871975,-97.379861,200000,1744,squareFoot,1999,6621.12,squareFoot,Single Family Detached,Purchase,2,2018-12-15 13:42:23.264+00,,36,awesome
2064438,WINDERMERE,US,1955 BROADLEAF COURT,34786,FL,,3,4,"Located inside of Windermere Downs sits this 4 bedroom 3 bath home. Sitting on an oversized lot with boat parking the opportunities are endless. Home offers travertine and engineered wood flooring, granite countertops, 3 car garage and much more. The highly desirable community of Windermere Downs is a waterfront community on Butler Chain with sandy beach, boat ramp, and a fishing pier. Also tennis courts & playgrounds. Grand-daddy oaks throughout the area. Relax on your front porch or visit with your neighbors. Enter your home through leaded glass front doors to your formal living and dining rooms.","Single Family Residence - WINDERMERE, FL",28.52002,-81.527215,540000,2738,squareFoot,1995,20473.2,squareFoot,Single Family Detached,Purchase,3,2018-12-15 11:47:41.123+00,,29,awesome
2061023,ELLICOTT CITY,US,1000 7777 TOWN AND COUNTRY BLVD W #000,21043,MD,,1,2,"This is an apartment in Town and Country Apartments in ELLICOTT CITY! Current tenant needs to vacate and we are looking for someone to SUBLET.One of the nicest units in complex. Beautiful view out the balcony, backs to trees. Modern amenities. Current tenant will rent to you at BELOW MARKET for the right tenant!!!!!!  Please call listing agent with details before showing.","Unit/Flat, Multi-Family - ELLICOTT CITY, MD",39.287301,-76.816716,1250,,squareFoot,2017,,squareFoot,Other,Purchase,,2018-12-15 10:47:30.468+00,,0,bad
2049543,Henrico,US,9339 Gildenfield Court,23294,VA,9339,2,3,"Welcome to 9339 Gildenfield Ct.  This recently updated cozy townhome is move in ready!  Freshly painted throughout, new carpet, thermal windows, and washer/dryer.  The eat-in kitchen has new granite countertops, ceramic tile backsplash, new refrigerator, and ceramic tile floor.  Off the kitchen is a covered patio and fenced in yard to enjoy the outdoors in.  Detached storage shed gives you plenty of extra storage.  Upstairs you'll find a master bedroom with a walk in closet and 2 more nice sized bedrooms.  The full bath has a shower/tub combo and updated fixtures.  Convenient location close to Innsbrook and Short Pump.","Townhouse, 2-Story,Rowhouse/Townhouse - Henrico, VA",37.648104,-77.552793,159900,1120,squareFoot,1980,1624.79,squareFoot,Single Family Detached,Purchase,,2018-12-15 08:14:43.565+00,,29,awesome
